orig_pc,orig_pc_part,orig_instruction,is_conditional_branch,is_constant_jump,is_computed_jump,srcA,srcB,dst,is_memory_read,is_memory_write,mem_addr,branch_taken
4096,0,"auipc   t0, 0x0",N,N,N,,,5,N,N,0,N
4100,0,"addi    a1, t0, 32",N,N,N,5,,11,N,N,0,N
4104,0,"csrr    a0, mhartid",N,N,N,,,10,N,N,0,N
4108,0,"ld      t0, 24(t0)",N,N,N,5,,5,Y,N,0,N
4112,0,jr      t0,N,N,Y,5,,,N,N,0,Y
2147483648,0,j       pc + 0x1f8,N,Y,N,,,,N,N,0,Y
2147484152,0,"li      ra, 0",N,N,N,,,1,N,N,0,N
2147484156,0,"li      sp, 0",N,N,N,,,2,N,N,0,N
2147484160,0,"li      gp, 0",N,N,N,,,3,N,N,0,N
2147484164,0,"li      tp, 0",N,N,N,,,4,N,N,0,N
2147484168,0,"li      t0, 0",N,N,N,,,5,N,N,0,N
2147484172,0,"li      t1, 0",N,N,N,,,6,N,N,0,N
2147484176,0,"li      t2, 0",N,N,N,,,7,N,N,0,N
2147484180,0,"li      s0, 0",N,N,N,,,8,N,N,0,N
2147484184,0,"li      s1, 0",N,N,N,,,9,N,N,0,N
2147484188,0,"li      a2, 0",N,N,N,,,12,N,N,0,N
2147484192,0,"li      a3, 0",N,N,N,,,13,N,N,0,N
2147484196,0,"li      a4, 0",N,N,N,,,14,N,N,0,N
2147484200,0,"li      a5, 0",N,N,N,,,15,N,N,0,N
2147484204,0,"li      a6, 0",N,N,N,,,16,N,N,0,N
2147484208,0,"li      a7, 0",N,N,N,,,17,N,N,0,N
2147484212,0,"li      s2, 0",N,N,N,,,18,N,N,0,N
2147484216,0,"li      s3, 0",N,N,N,,,19,N,N,0,N
2147484220,0,"li      s4, 0",N,N,N,,,20,N,N,0,N
2147484224,0,"li      s5, 0",N,N,N,,,21,N,N,0,N
2147484228,0,"li      s6, 0",N,N,N,,,22,N,N,0,N
2147484232,0,"li      s7, 0",N,N,N,,,23,N,N,0,N
2147484236,0,"li      s8, 0",N,N,N,,,24,N,N,0,N
2147484240,0,"li      s9, 0",N,N,N,,,25,N,N,0,N
2147484244,0,"li      s10, 0",N,N,N,,,26,N,N,0,N
2147484248,0,"li      s11, 0",N,N,N,,,27,N,N,0,N
2147484252,0,"li      t3, 0",N,N,N,,,28,N,N,0,N
2147484256,0,"li      t4, 0",N,N,N,,,29,N,N,0,N
2147484260,0,"li      t5, 0",N,N,N,,,30,N,N,0,N
2147484264,0,"li      t6, 0",N,N,N,,,31,N,N,0,N
2147484268,0,"csrw    mscratch, zero",N,N,N,,,,N,N,0,N
2147484272,0,"auipc   t0, 0x0",N,N,N,,,5,N,N,0,N
2147484276,0,"addi    t0, t0, -620",N,N,N,5,,5,N,N,0,N
2147484280,0,"csrw    mtvec, t0",N,N,N,5,,,N,N,0,N
2147484284,0,"csrr    t1, mtvec",N,N,N,,,6,N,N,0,N
2147484288,0,"bne     t0, t1, pc + 0",Y,N,N,5,6,,N,N,0,N
2147484292,0,"auipc   sp, 0x10",N,N,N,,,2,N,N,0,N
2147484296,0,"addi    sp, sp, -964",N,N,N,2,,2,N,N,0,N
2147484300,0,"csrr    a3, mhartid",N,N,N,,,13,N,N,0,N
2147484304,0,"slli    a2, a3, 12",N,N,N,13,,12,N,N,0,N
2147484308,0,"add     sp, sp, a2",N,N,N,2,12,2,N,N,0,N
2147484312,0,"bnez    a3, pc + 8",Y,N,N,13,,,N,N,0,N
2147484316,0,j       pc + 0x317c,N,Y,N,,,,N,N,0,Y
2147496984,0,"c.addi  sp, -32",N,N,N,,,2,N,N,0,N
2147496986,0,"c.sdsp  ra, 24(sp)",N,N,N,1,2,,N,Y,2147548856,N
2147496988,0,"c.sdsp  s0, 16(sp)",N,N,N,8,2,,N,Y,2147548848,N
2147496990,0,"c.sdsp  s1, 8(sp)",N,N,N,9,2,,N,Y,2147548840,N
2147496992,0,"c.addi4spn s0, sp, 32",N,N,N,2,,8,N,N,2147548840,N
2147496994,0,"c.mv    a0, a1",N,N,N,11,,10,N,N,2147548840,N
2147496996,0,"c.mv    s1, a1",N,N,N,11,,9,N,N,2147548840,N
2147496998,0,jal     pc + 0x558,N,Y,N,,,1,N,N,2147548840,Y
2147498366,0,"c.addi16sp sp, -80",N,N,N,,,2,N,N,2147548840,N
2147498368,0,"auipc   a5, 0x0",N,N,N,,,15,N,N,2147548840,N
2147498372,0,"addi    a5, a5, -188",N,N,N,15,,15,N,N,2147548840,N
2147498376,0,"c.sdsp  a5, 24(sp)",N,N,N,15,2,,N,Y,2147548776,N
2147498378,0,"auipc   a5, 0x0",N,N,N,,,15,N,N,2147548776,N
2147498382,0,"addi    a5, a5, -188",N,N,N,15,,15,N,N,2147548776,N
2147498386,0,"c.sdsp  a5, 32(sp)",N,N,N,15,2,,N,Y,2147548784,N
2147498388,0,"auipc   a5, 0x0",N,N,N,,,15,N,N,2147548784,N
2147498392,0,"addi    a5, a5, -246",N,N,N,15,,15,N,N,2147548784,N
2147498396,0,"c.sdsp  a5, 40(sp)",N,N,N,15,2,,N,Y,2147548792,N
2147498398,0,"c.addi4spn a1, sp, 24",N,N,N,2,,11,N,N,2147548792,N
2147498400,0,"c.addi4spn a5, sp, 8",N,N,N,2,,15,N,N,2147548792,N
2147498402,0,"c.sdsp  ra, 72(sp)",N,N,N,1,2,,N,Y,2147548824,N
2147498404,0,"c.sdsp  zero, 48(sp)",N,N,N,,2,,N,Y,2147548800,N
2147498406,0,"c.sdsp  a5, 56(sp)",N,N,N,15,2,,N,Y,2147548808,N
2147498408,0,jal     pc + 0x178c,N,Y,N,,,1,N,N,2147548808,Y
2147504436,0,"c.lw    a4, 0(a0)",N,N,N,10,,14,Y,N,2147548808,N
2147504438,0,"lui     a2, 0xff0",N,N,N,,,12,N,N,2147548808,N
2147504442,0,"lui     a6, 0xff010",N,N,N,,,16,N,N,2147548808,N
2147504446,0,"srliw   a5, a4, 8",N,N,N,14,,15,N,N,2147548808,N
2147504450,0,"addi    a2, a2, 255",N,N,N,12,,12,N,N,2147548808,N
2147504454,0,"slliw   a4, a4, 8",N,N,N,14,,14,N,N,2147548808,N
2147504458,0,"addi    a6, a6, -256",N,N,N,16,,16,N,N,2147548808,N
2147504462,0,"and     a4, a4, a6",N,N,N,14,16,14,N,N,2147548808,N
2147504466,0,"c.and   a5, a2",N,N,N,12,,15,N,N,2147548808,N
2147504468,0,"c.or    a5, a4",N,N,N,14,,15,N,N,2147548808,N
2147504470,0,"slliw   a4, a5, 16",N,N,N,15,,14,N,N,2147548808,N
2147504474,0,"srliw   a5, a5, 16",N,N,N,15,,15,N,N,2147548808,N
2147504478,0,"c.or    a5, a4",N,N,N,14,,15,N,N,2147548808,N
2147504480,0,"lui     a4, 0xd00e0",N,N,N,,,14,N,N,2147548808,N
2147504484,0,"c.addiw a5, 0",N,N,N,,,15,N,N,2147548808,N
2147504486,0,"addi    a4, a4, -275",N,N,N,14,,14,N,N,2147548808,N
2147504490,0,"bne     a5, a4, pc + 40",Y,N,N,15,14,,N,N,2147548808,N
2147504494,0,"c.lw    a4, 24(a0)",N,N,N,10,,14,Y,N,2147548808,N
2147504496,0,"c.li    a3, 17",N,N,N,,,13,N,N,2147548808,N
2147504498,0,"slliw   a5, a4, 8",N,N,N,14,,15,N,N,2147548808,N
2147504502,0,"srliw   a4, a4, 8",N,N,N,14,,14,N,N,2147548808,N
2147504506,0,"c.and   a4, a2",N,N,N,12,,14,N,N,2147548808,N
2147504508,0,"and     a5, a5, a6",N,N,N,15,16,15,N,N,2147548808,N
2147504512,0,"c.or    a5, a4",N,N,N,14,,15,N,N,2147548808,N
2147504514,0,"slliw   a4, a5, 16",N,N,N,15,,14,N,N,2147548808,N
2147504518,0,"srliw   a5, a5, 16",N,N,N,15,,15,N,N,2147548808,N
2147504522,0,"c.or    a5, a4",N,N,N,14,,15,N,N,2147548808,N
2147504524,0,"c.addiw a5, 0",N,N,N,,,15,N,N,2147548808,N
2147504526,0,"bgeu    a3, a5, pc + 6",Y,N,N,13,15,,N,N,2147548808,Y
2147504532,0,"c.lw    a5, 12(a0)",N,N,N,10,,15,Y,N,2147548808,N
2147504534,0,"lw      a7, 8(a0)",N,N,N,10,,17,Y,N,2147548808,N
2147504538,0,"c.mv    a3, a1",N,N,N,11,,13,N,N,2147548808,N
2147504540,0,"slliw   a4, a5, 8",N,N,N,15,,14,N,N,2147548808,N
2147504544,0,"srliw   a1, a5, 8",N,N,N,15,,11,N,N,2147548808,N
2147504548,0,"slliw   a5, a7, 8",N,N,N,17,,15,N,N,2147548808,N
2147504552,0,"srliw   a7, a7, 8",N,N,N,17,,17,N,N,2147548808,N
2147504556,0,"and     a4, a4, a6",N,N,N,14,16,14,N,N,2147548808,N
2147504560,0,"c.and   a1, a2",N,N,N,12,,11,N,N,2147548808,N
2147504562,0,"and     a6, a5, a6",N,N,N,15,16,16,N,N,2147548808,N
2147504566,0,"and     a2, a7, a2",N,N,N,17,12,12,N,N,2147548808,N
2147504570,0,"or      a5, a4, a1",N,N,N,14,11,15,N,N,2147548808,N
2147504574,0,"or      a2, a6, a2",N,N,N,16,12,12,N,N,2147548808,N
2147504578,0,"slliw   a1, a5, 16",N,N,N,15,,11,N,N,2147548808,N
2147504582,0,"slliw   a4, a2, 16",N,N,N,12,,14,N,N,2147548808,N
2147504586,0,"srliw   a5, a5, 16",N,N,N,15,,15,N,N,2147548808,N
2147504590,0,"srliw   a2, a2, 16",N,N,N,12,,12,N,N,2147548808,N
2147504594,0,"c.or    a2, a4",N,N,N,14,,12,N,N,2147548808,N
2147504596,0,"c.or    a5, a1",N,N,N,11,,15,N,N,2147548808,N
2147504598,0,"slli    a4, a2, 32",N,N,N,12,,14,N,N,2147548808,N
2147504602,0,"slli    a1, a5, 32",N,N,N,15,,11,N,N,2147548808,N
2147504606,0,"c.srli  a1, 32",N,N,N,,,11,N,N,2147548808,N
2147504608,0,"c.srli  a4, 32",N,N,N,,,14,N,N,2147548808,N
2147504610,0,"c.add   a1, a0",N,N,N,10,,11,N,N,2147548808,N
2147504612,0,"c.li    a2, 0",N,N,N,,,12,N,N,2147548808,N
2147504614,0,"c.add   a0, a4",N,N,N,14,,10,N,N,2147548808,N
2147504616,0,j       pc - 0x9cc,N,Y,N,,,,N,N,2147548808,Y
2147502108,0,"c.li    a5, 1",N,N,N,,,15,N,N,2147548808,N
2147502110,0,"c.addi16sp sp, -192",N,N,N,,,2,N,N,2147548808,N
2147502112,0,"c.slli  a5, 32",N,N,N,,,15,N,N,2147548808,N
2147502114,0,"c.sdsp  s0, 176(sp)",N,N,N,8,2,,N,Y,2147548736,N
2147502116,0,"c.sdsp  s1, 168(sp)",N,N,N,9,2,,N,Y,2147548728,N
2147502118,0,"c.addi  a5, 2",N,N,N,,,15,N,N,2147548728,N
2147502120,0,"lui     s1, 0xff0",N,N,N,,,9,N,N,2147548728,N
2147502124,0,"lui     s0, 0xff010",N,N,N,,,8,N,N,2147548728,N
2147502128,0,"c.sdsp  s2, 160(sp)",N,N,N,18,2,,N,Y,2147548720,N
2147502130,0,"c.sdsp  s3, 152(sp)",N,N,N,19,2,,N,Y,2147548712,N
2147502132,0,"c.sdsp  s4, 144(sp)",N,N,N,20,2,,N,Y,2147548704,N
2147502134,0,"c.sdsp  s5, 136(sp)",N,N,N,21,2,,N,Y,2147548696,N
2147502136,0,"c.sdsp  s6, 128(sp)",N,N,N,22,2,,N,Y,2147548688,N
2147502138,0,"c.sdsp  s7, 120(sp)",N,N,N,23,2,,N,Y,2147548680,N
2147502140,0,"c.sdsp  s8, 112(sp)",N,N,N,24,2,,N,Y,2147548672,N
2147502142,0,"c.sdsp  s9, 104(sp)",N,N,N,25,2,,N,Y,2147548664,N
2147502144,0,"c.sdsp  s10, 96(sp)",N,N,N,26,2,,N,Y,2147548656,N
2147502146,0,"c.sdsp  ra, 184(sp)",N,N,N,1,2,,N,Y,2147548744,N
2147502148,0,"c.sdsp  s11, 88(sp)",N,N,N,27,2,,N,Y,2147548648,N
2147502150,0,"c.mv    s3, a2",N,N,N,12,,19,N,N,2147548648,N
2147502152,0,"c.mv    s8, a0",N,N,N,10,,24,N,N,2147548648,N
2147502154,0,"c.mv    s5, a1",N,N,N,11,,21,N,N,2147548648,N
2147502156,0,"c.mv    s2, a3",N,N,N,13,,18,N,N,2147548648,N
2147502158,0,"c.sdsp  a2, 24(sp)",N,N,N,12,2,,N,Y,2147548584,N
2147502160,0,"c.sdsp  a5, 40(sp)",N,N,N,15,2,,N,Y,2147548600,N
2147502162,0,"c.sdsp  a2, 48(sp)",N,N,N,12,2,,N,Y,2147548608,N
2147502164,0,"c.li    s10, 0",N,N,N,,,26,N,N,2147548608,N
2147502166,0,"addi    s1, s1, 255",N,N,N,9,,9,N,N,2147548608,N
2147502170,0,"addi    s0, s0, -256",N,N,N,8,,8,N,N,2147548608,N
2147502174,0,"c.li    s9, 2",N,N,N,,,25,N,N,2147548608,N
2147502176,0,"c.li    s4, 3",N,N,N,,,20,N,N,2147548608,N
2147502178,0,"auipc   s7, 0x6",N,N,N,,,23,N,N,2147548608,N
2147502182,0,"addi    s7, s7, -802",N,N,N,23,,23,N,N,2147548608,N
2147502186,0,"auipc   s6, 0x6",N,N,N,,,22,N,N,2147548608,N
2147502190,0,"addi    s6, s6, -794",N,N,N,22,,22,N,N,2147548608,N
2147502194,0,"lw      a5, 0(s8)",N,N,N,24,,15,Y,N,2147548608,N
2147502198,0,"srliw   a4, a5, 8",N,N,N,15,,14,N,N,2147548608,N
2147502202,0,"slliw   a5, a5, 8",N,N,N,15,,15,N,N,2147548608,N
2147502206,0,"c.and   a5, s0",N,N,N,8,,15,N,N,2147548608,N
2147502208,0,"c.and   a4, s1",N,N,N,9,,14,N,N,2147548608,N
2147502210,0,"c.or    a4, a5",N,N,N,15,,14,N,N,2147548608,N
2147502212,0,"slliw   a5, a4, 16",N,N,N,14,,15,N,N,2147548608,N
2147502216,0,"srliw   a4, a4, 16",N,N,N,14,,14,N,N,2147548608,N
2147502220,0,"c.or    a5, a4",N,N,N,14,,15,N,N,2147548608,N
2147502222,0,"c.addiw a5, 0",N,N,N,,,15,N,N,2147548608,N
2147502224,0,"beq     a5, s9, pc + 176",Y,N,N,15,25,,N,N,2147548608,N
2147502228,0,"bgeu    s9, a5, pc + 18",Y,N,N,25,15,,N,N,2147548608,Y
2147502246,0,"c.li    a4, 1",N,N,N,,,14,N,N,2147548608,N
2147502248,0,"bne     a5, a4, pc + 98",Y,N,N,15,14,,N,N,2147548608,N
2147502252,0,"beqz    s10, pc + 74",Y,N,N,26,,,N,N,2147548608,Y
2147502326,0,"beqz    s3, pc - 70",Y,N,N,19,,,N,N,2147548608,Y
2147502256,0,"ld      a5, 0(s2)",N,N,N,18,,15,Y,N,2147548776,N
2147502260,0,"addi    a0, s8, 4",N,N,N,24,,10,N,N,2147548776,N
2147502264,0,"c.sdsp  a0, 32(sp)",N,N,N,10,2,,N,Y,2147548592,N
2147502266,0,"c.beqz  a5, pc + 12",Y,N,N,15,,,N,N,2147548592,N
2147502268,0,"ld      a1, 32(s2)",N,N,N,18,,11,Y,N,2147548808,N
2147502272,0,"c.addi4spn a0, sp, 24",N,N,N,2,,10,N,N,2147548808,N
2147502274,0,c.jalr  a5,N,N,Y,15,,1,N,N,2147548808,Y
2147498180,0,"c.mv    a0, a1",N,N,N,11,,10,N,N,2147548808,N
2147498182,0,"c.li    a2, 16",N,N,N,,,12,N,N,2147548808,N
2147498184,0,"c.li    a1, 0",N,N,N,,,11,N,N,2147548808,N
2147498186,0,j       pc + 0x5566,N,Y,N,,,,N,N,2147548808,Y
2147520048,0,"or      a5, a0, a2",N,N,N,10,12,15,N,N,2147548808,N
2147520052,0,"c.andi  a5, 7",N,N,N,,,15,N,N,2147548808,N
2147520054,0,"c.add   a2, a0",N,N,N,10,,12,N,N,2147548808,N
2147520056,0,"andi    a1, a1, 255",N,N,N,11,,11,N,N,2147548808,N
2147520060,0,"c.beqz  a5, pc + 20",Y,N,N,15,,,N,N,2147548808,Y
2147520080,0,"slli    a5, a1, 8",N,N,N,11,,15,N,N,2147548808,N
2147520084,0,"c.or    a1, a5",N,N,N,15,,11,N,N,2147548808,N
2147520086,0,"slli    a5, a1, 16",N,N,N,11,,15,N,N,2147548808,N
2147520090,0,"c.or    a5, a1",N,N,N,11,,15,N,N,2147548808,N
2147520092,0,"slli    a1, a5, 32",N,N,N,15,,11,N,N,2147548808,N
2147520096,0,"c.or    a1, a5",N,N,N,15,,11,N,N,2147548808,N
2147520098,0,"bgeu    a0, a2, pc - 20",Y,N,N,10,12,,N,N,2147548808,N
2147520102,0,"c.mv    a5, a0",N,N,N,10,,15,N,N,2147548808,N
2147520104,0,"c.addi  a5, 8",N,N,N,,,15,N,N,2147548808,N
2147520106,0,"sd      a1, -8(a5)",N,N,N,11,15,,N,Y,2147548760,N
2147520110,0,"bltu    a5, a2, pc - 6",Y,N,N,15,12,,N,N,2147548760,Y
2147520104,0,"c.addi  a5, 8",N,N,N,,,15,N,N,2147548760,N
2147520106,0,"sd      a1, -8(a5)",N,N,N,11,15,,N,Y,2147548768,N
2147520110,0,"bltu    a5, a2, pc - 6",Y,N,N,15,12,,N,N,2147548768,N
2147520114,0,ret,N,N,Y,1,,,N,N,2147548768,Y
2147502276,0,"c.ldsp  a0, 32(sp)",N,N,N,2,,10,Y,N,2147548592,N
2147502278,0,jal     pc + 0x45b0,N,Y,N,,,1,N,N,2147548592,Y
2147520118,0,"lbu     a5, 0(a0)",N,N,N,10,,15,Y,N,2147548592,N
2147520122,0,"c.beqz  a5, pc + 18",Y,N,N,15,,,N,N,2147548592,Y
2147520140,0,"c.li    a0, 0",N,N,N,,,10,N,N,2147548592,N
2147520142,0,ret,N,N,Y,1,,,N,N,2147548592,Y
2147502282,0,"c.andi  a0, -4",N,N,N,,,10,N,N,2147548592,N
2147502284,0,"c.addi  a0, 8",N,N,N,,,10,N,N,2147548592,N
2147502286,0,"c.mv    a3, s2",N,N,N,18,,13,N,N,2147548592,N
2147502288,0,"c.addi4spn a2, sp, 24",N,N,N,2,,12,N,N,2147548592,N
2147502290,0,"c.mv    a1, s5",N,N,N,21,,11,N,N,2147548592,N
2147502292,0,"c.add   a0, s8",N,N,N,24,,10,N,N,2147548592,N
2147502294,0,jal     pc - 0xba,N,Y,N,,,1,N,N,2147548592,Y
2147502108,0,"c.li    a5, 1",N,N,N,,,15,N,N,2147548592,N
2147502110,0,"c.addi16sp sp, -192",N,N,N,,,2,N,N,2147548592,N
2147502112,0,"c.slli  a5, 32",N,N,N,,,15,N,N,2147548592,N
2147502114,0,"c.sdsp  s0, 176(sp)",N,N,N,8,2,,N,Y,2147548544,N
2147502116,0,"c.sdsp  s1, 168(sp)",N,N,N,9,2,,N,Y,2147548536,N
2147502118,0,"c.addi  a5, 2",N,N,N,,,15,N,N,2147548536,N
2147502120,0,"lui     s1, 0xff0",N,N,N,,,9,N,N,2147548536,N
2147502124,0,"lui     s0, 0xff010",N,N,N,,,8,N,N,2147548536,N
2147502128,0,"c.sdsp  s2, 160(sp)",N,N,N,18,2,,N,Y,2147548528,N
2147502130,0,"c.sdsp  s3, 152(sp)",N,N,N,19,2,,N,Y,2147548520,N
2147502132,0,"c.sdsp  s4, 144(sp)",N,N,N,20,2,,N,Y,2147548512,N
2147502134,0,"c.sdsp  s5, 136(sp)",N,N,N,21,2,,N,Y,2147548504,N
2147502136,0,"c.sdsp  s6, 128(sp)",N,N,N,22,2,,N,Y,2147548496,N
2147502138,0,"c.sdsp  s7, 120(sp)",N,N,N,23,2,,N,Y,2147548488,N
2147502140,0,"c.sdsp  s8, 112(sp)",N,N,N,24,2,,N,Y,2147548480,N
2147502142,0,"c.sdsp  s9, 104(sp)",N,N,N,25,2,,N,Y,2147548472,N
2147502144,0,"c.sdsp  s10, 96(sp)",N,N,N,26,2,,N,Y,2147548464,N
2147502146,0,"c.sdsp  ra, 184(sp)",N,N,N,1,2,,N,Y,2147548552,N
2147502148,0,"c.sdsp  s11, 88(sp)",N,N,N,27,2,,N,Y,2147548456,N
2147502150,0,"c.mv    s3, a2",N,N,N,12,,19,N,N,2147548456,N
2147502152,0,"c.mv    s8, a0",N,N,N,10,,24,N,N,2147548456,N
2147502154,0,"c.mv    s5, a1",N,N,N,11,,21,N,N,2147548456,N
2147502156,0,"c.mv    s2, a3",N,N,N,13,,18,N,N,2147548456,N
2147502158,0,"c.sdsp  a2, 24(sp)",N,N,N,12,2,,N,Y,2147548392,N
2147502160,0,"c.sdsp  a5, 40(sp)",N,N,N,15,2,,N,Y,2147548408,N
2147502162,0,"c.sdsp  a2, 48(sp)",N,N,N,12,2,,N,Y,2147548416,N
2147502164,0,"c.li    s10, 0",N,N,N,,,26,N,N,2147548416,N
2147502166,0,"addi    s1, s1, 255",N,N,N,9,,9,N,N,2147548416,N
2147502170,0,"addi    s0, s0, -256",N,N,N,8,,8,N,N,2147548416,N
2147502174,0,"c.li    s9, 2",N,N,N,,,25,N,N,2147548416,N
2147502176,0,"c.li    s4, 3",N,N,N,,,20,N,N,2147548416,N
2147502178,0,"auipc   s7, 0x6",N,N,N,,,23,N,N,2147548416,N
2147502182,0,"addi    s7, s7, -802",N,N,N,23,,23,N,N,2147548416,N
2147502186,0,"auipc   s6, 0x6",N,N,N,,,22,N,N,2147548416,N
2147502190,0,"addi    s6, s6, -794",N,N,N,22,,22,N,N,2147548416,N
2147502194,0,"lw      a5, 0(s8)",N,N,N,24,,15,Y,N,2147548416,N
2147502198,0,"srliw   a4, a5, 8",N,N,N,15,,14,N,N,2147548416,N
2147502202,0,"slliw   a5, a5, 8",N,N,N,15,,15,N,N,2147548416,N
2147502206,0,"c.and   a5, s0",N,N,N,8,,15,N,N,2147548416,N
2147502208,0,"c.and   a4, s1",N,N,N,9,,14,N,N,2147548416,N
2147502210,0,"c.or    a4, a5",N,N,N,15,,14,N,N,2147548416,N
2147502212,0,"slliw   a5, a4, 16",N,N,N,14,,15,N,N,2147548416,N
2147502216,0,"srliw   a4, a4, 16",N,N,N,14,,14,N,N,2147548416,N
2147502220,0,"c.or    a5, a4",N,N,N,14,,15,N,N,2147548416,N
2147502222,0,"c.addiw a5, 0",N,N,N,,,15,N,N,2147548416,N
2147502224,0,"beq     a5, s9, pc + 176",Y,N,N,15,25,,N,N,2147548416,N
2147502228,0,"bgeu    s9, a5, pc + 18",Y,N,N,25,15,,N,N,2147548416,N
2147502232,0,"beq     a5, s4, pc + 194",Y,N,N,15,20,,N,N,2147548416,Y
2147502426,0,"bnez    s10, pc + 252",Y,N,N,26,,,N,N,2147548416,N
2147502430,0,"lw      a4, 8(s8)",N,N,N,24,,14,Y,N,2147548416,N
2147502434,0,"lw      a2, 4(s8)",N,N,N,24,,12,Y,N,2147548416,N
2147502438,0,"addi    a1, s8, 12",N,N,N,24,,11,N,N,2147548416,N
2147502442,0,"slliw   a5, a4, 8",N,N,N,14,,15,N,N,2147548416,N
2147502446,0,"srliw   a4, a4, 8",N,N,N,14,,14,N,N,2147548416,N
2147502450,0,"c.and   a4, s1",N,N,N,9,,14,N,N,2147548416,N
2147502452,0,"c.and   a5, s0",N,N,N,8,,15,N,N,2147548416,N
2147502454,0,"slliw   a3, a2, 8",N,N,N,12,,13,N,N,2147548416,N
2147502458,0,"c.or    a5, a4",N,N,N,14,,15,N,N,2147548416,N
2147502460,0,"srliw   a2, a2, 8",N,N,N,12,,12,N,N,2147548416,N
2147502464,0,"slliw   a4, a5, 16",N,N,N,15,,14,N,N,2147548416,N
2147502468,0,"c.and   a3, s0",N,N,N,8,,13,N,N,2147548416,N
2147502470,0,"c.and   a2, s1",N,N,N,9,,12,N,N,2147548416,N
2147502472,0,"srliw   a5, a5, 16",N,N,N,15,,15,N,N,2147548416,N
2147502476,0,"c.or    a3, a2",N,N,N,12,,13,N,N,2147548416,N
2147502478,0,"c.or    a4, a5",N,N,N,15,,14,N,N,2147548416,N
2147502480,0,"slliw   s11, a3, 16",N,N,N,13,,27,N,N,2147548416,N
2147502484,0,"c.slli  a4, 32",N,N,N,,,14,N,N,2147548416,N
2147502486,0,"srliw   a3, a3, 16",N,N,N,13,,13,N,N,2147548416,N
2147502490,0,"c.srli  a4, 32",N,N,N,,,14,N,N,2147548416,N
2147502492,0,"or      a3, s11, a3",N,N,N,27,13,13,N,N,2147548416,N
2147502496,0,"c.add   a4, s5",N,N,N,21,,14,N,N,2147548416,N
2147502498,0,"sext.w  s11, a3",N,N,N,13,,27,N,N,2147548416,N
2147502502,0,"c.sdsp  a4, 56(sp)",N,N,N,14,2,,N,Y,2147548424,N
2147502504,0,"c.swsp  s11, 72(sp)",N,N,N,27,2,,N,Y,2147548440,N
2147502506,0,"c.sdsp  a1, 64(sp)",N,N,N,11,2,,N,Y,2147548432,N
2147502508,0,"beqz    s3, pc + 92",Y,N,N,19,,,N,N,2147548432,N
2147502512,0,"c.mv    a0, a4",N,N,N,14,,10,N,N,2147548432,N
2147502514,0,"c.mv    a1, s7",N,N,N,23,,11,N,N,2147548432,N
2147502516,0,"c.sdsp  a4, 8(sp)",N,N,N,14,2,,N,Y,2147548376,N
2147502518,0,jal     pc + 0x44da,N,Y,N,,,1,N,N,2147548376,Y
2147520144,0,"c.addi  a0, 1",N,N,N,,,10,N,N,2147548376,N
2147520146,0,"lbu     a5, -1(a0)",N,N,N,10,,15,Y,N,2147548376,N
2147520150,0,"c.addi  a1, 1",N,N,N,,,11,N,N,2147548376,N
2147520152,0,"lbu     a4, -1(a1)",N,N,N,11,,14,Y,N,2147525952,N
2147520156,0,"c.beqz  a5, pc + 14",Y,N,N,15,,,N,N,2147525952,N
2147520158,0,"beq     a5, a4, pc - 14",Y,N,N,15,14,,N,N,2147525952,Y
2147520144,0,"c.addi  a0, 1",N,N,N,,,10,N,N,2147525952,N
2147520146,0,"lbu     a5, -1(a0)",N,N,N,10,,15,Y,N,2147525952,N
2147520150,0,"c.addi  a1, 1",N,N,N,,,11,N,N,2147525952,N
2147520152,0,"lbu     a4, -1(a1)",N,N,N,11,,14,Y,N,2147525952,N
2147520156,0,"c.beqz  a5, pc + 14",Y,N,N,15,,,N,N,2147525952,N
2147520158,0,"beq     a5, a4, pc - 14",Y,N,N,15,14,,N,N,2147525952,Y
2147520144,0,"c.addi  a0, 1",N,N,N,,,10,N,N,2147525952,N
2147520146,0,"lbu     a5, -1(a0)",N,N,N,10,,15,Y,N,2147525952,N
2147520150,0,"c.addi  a1, 1",N,N,N,,,11,N,N,2147525952,N
2147520152,0,"lbu     a4, -1(a1)",N,N,N,11,,14,Y,N,2147525952,N
2147520156,0,"c.beqz  a5, pc + 14",Y,N,N,15,,,N,N,2147525952,N
2147520158,0,"beq     a5, a4, pc - 14",Y,N,N,15,14,,N,N,2147525952,Y
2147520144,0,"c.addi  a0, 1",N,N,N,,,10,N,N,2147525952,N
2147520146,0,"lbu     a5, -1(a0)",N,N,N,10,,15,Y,N,2147525952,N
2147520150,0,"c.addi  a1, 1",N,N,N,,,11,N,N,2147525952,N
2147520152,0,"lbu     a4, -1(a1)",N,N,N,11,,14,Y,N,2147525952,N
2147520156,0,"c.beqz  a5, pc + 14",Y,N,N,15,,,N,N,2147525952,N
2147520158,0,"beq     a5, a4, pc - 14",Y,N,N,15,14,,N,N,2147525952,Y
2147520144,0,"c.addi  a0, 1",N,N,N,,,10,N,N,2147525952,N
2147520146,0,"lbu     a5, -1(a0)",N,N,N,10,,15,Y,N,2147525952,N
2147520150,0,"c.addi  a1, 1",N,N,N,,,11,N,N,2147525952,N
2147520152,0,"lbu     a4, -1(a1)",N,N,N,11,,14,Y,N,2147525952,N
